areaname,periodyear,periodname,soclevel,occcode,soctitle,vacancies,vacanrate,medianwage,meanwage,maxwage,minwage,p10th,p25th,p75th,p90th,parttimepct,tempseaspct,reqpostsecedupct,reqworhexppct,reqrelatedworkexppct,reqcertiforlicensepct,vacless60dayspct,
"Central Minnesota               ","2021","Second Quarter","0","000000","Total, All Occupations",21935,8.400,15.28,17.66,96.15,9.00,10.84,12.69,20.05,28.42,39.00,14.00,26.00,39.00,6.00,45.00,
"Central Minnesota               ","2021","Second Quarter","2","110000","Management Occupations",615,4.500,31.84,34.53,96.15,16.37,20.35,26.33,38.52,46.08,0.00,4.00,81.00,98.00,70.00,55.00,
"Central Minnesota               ","2021","Second Quarter","3","112000","Advertising, Marketing, Promotions, Public Relatio",75,,22.97,35.11,67.46,21.81,22.59,22.73,46.63,59.29,0.00,0.00,32.00,95.00,46.00,37.00,
"Central Minnesota               ","2021","Second Quarter","6","112021","Marketing Managers",6,1.500,31.62,35.37,47.95,26.27,26.27,27.19,37.61,43.53,0.00,0.00,79.00,100.00,82.00,52.00,
"Central Minnesota               ","2021","Second Quarter","3","113000","Operations Specialties Managers",60,,34.61,35.93,54.06,19.65,25.09,31.00,40.49,44.50,2.00,0.00,81.00,98.00,78.00,52.00,
"Central Minnesota               ","2021","Second Quarter","6","113031","Financial Managers",13,1.300,37.04,36.84,48.85,26.32,26.40,26.81,41.95,44.29,0.00,0.00,81.00,100.00,54.00,39.00,
"Central Minnesota               ","2021","Second Quarter","6","113071","Transportation, Storage, and Distribution Managers",9,3.500,30.05,35.45,48.10,28.11,28.11,28.25,38.63,43.52,0.00,0.00,86.00,100.00,53.00,47.00,
"Central Minnesota               ","2021","Second Quarter","6","113121","Human Resources Managers",32,9.600,33.05,35.75,48.04,24.33,29.15,31.09,36.35,40.08,0.00,0.00,79.00,100.00,97.00,66.00,
"Central Minnesota               ","2021","Second Quarter","3","119000","Other Management Occupations",480,,32.12,34.27,96.15,16.57,20.58,26.92,37.31,42.00,0.00,5.00,89.00,99.00,73.00,58.00,
"Central Minnesota               ","2021","Second Quarter","6","119021","Construction Managers",249,34.600,31.81,34.12,45.40,24.31,26.42,28.00,37.34,39.13,0.00,9.00,91.00,100.00,98.00,42.00,
"Central Minnesota               ","2021","Second Quarter","6","119031","Education and Childcare Administrators, Preschool",64,90.700,25.53,27.07,30.96,19.86,20.92,21.73,27.93,29.27,0.00,0.00,101.00,94.00,0.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","119032","Education Administrators, Kindergarten through Sec",49,7.400,34.69,35.90,43.31,22.78,29.90,33.53,35.85,38.14,2.00,0.00,100.00,100.00,95.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","119033","Education Administrators, Postsecondary",7,4.400,21.94,26.22,39.30,20.57,20.57,20.70,27.92,34.26,0.00,0.00,100.00,100.00,29.00,55.00,
"Central Minnesota               ","2021","Second Quarter","6","119051","Food Service Managers",57,21.100,19.18,20.51,24.23,17.65,17.65,17.65,21.64,22.90,0.00,0.00,46.00,100.00,32.00,49.00,
"Central Minnesota               ","2021","Second Quarter","6","119111","Medical and Health Services Managers",8,1.000,25.24,27.60,31.73,23.57,23.57,23.97,28.46,30.29,0.00,,,,,47.00,
"Central Minnesota               ","2021","Second Quarter","2","130000","Business and Financial Operations Occupations",405,3.600,28.56,28.45,45.77,13.22,20.11,24.64,32.55,35.58,0.00,7.00,37.00,91.00,27.00,82.00,
"Central Minnesota               ","2021","Second Quarter","3","131000","Business Operations Specialists",197,,30.27,28.84,45.60,14.24,18.57,21.81,33.77,35.60,1.00,15.00,69.00,83.00,53.00,67.00,
"Central Minnesota               ","2021","Second Quarter","6","131020","Buyers and Purchasing Agents",87,11.300,31.75,33.67,38.09,17.84,29.44,30.44,33.06,33.85,0.00,28.00,79.00,100.00,96.00,94.00,
"Central Minnesota               ","2021","Second Quarter","6","131031","Claims Adjusters, Examiners, and Investigators",12,7.800,22.96,29.04,38.06,17.74,17.79,18.29,30.51,35.04,0.00,0.00,52.00,,,60.00,
"Central Minnesota               ","2021","Second Quarter","6","131071","Human Resources Specialists",13,1.300,20.89,24.39,42.23,16.65,17.43,19.71,23.98,31.83,7.00,0.00,92.00,96.00,11.00,38.00,
"Central Minnesota               ","2021","Second Quarter","6","131121","Meeting, Convention, and Event Planners",9,8.200,20.89,22.31,24.76,18.55,18.55,19.23,22.90,23.92,0.00,0.00,44.00,100.00,0.00,0.00,
"Central Minnesota               ","2021","Second Quarter","6","131151","Training and Development Specialists",44,7.800,20.00,24.65,40.97,16.84,18.85,19.42,28.52,33.76,0.00,0.00,62.00,50.00,33.00,48.00,
"Central Minnesota               ","2021","Second Quarter","6","131161","Market Research Analysts and Marketing Specialists",15,2.000,18.84,20.02,27.84,15.35,15.68,16.81,21.14,23.79,0.00,29.00,31.00,85.00,0.00,41.00,
"Central Minnesota               ","2021","Second Quarter","6","131198","Project Management Specialists and Business Operat",3,0.200,25.36,29.33,36.80,22.41,22.41,22.41,36.80,36.80,0.00,0.00,37.00,100.00,68.00,32.00,
"Central Minnesota               ","2021","Second Quarter","3","132000","Financial Specialists",208,,26.78,28.07,37.36,13.50,23.63,24.50,30.07,30.67,0.00,0.00,6.00,98.00,2.00,97.00,
"Central Minnesota               ","2021","Second Quarter","6","132011","Accountants and Auditors",17,1.200,23.60,25.48,34.87,13.50,16.09,20.17,26.79,31.32,0.00,0.00,65.00,76.00,20.00,75.00,
"Central Minnesota               ","2021","Second Quarter","2","150000","Computer and Mathematical Occupations",224,5.100,30.23,31.56,49.38,16.18,23.60,27.20,34.13,39.93,1.00,1.00,93.00,99.00,38.00,46.00,
"Central Minnesota               ","2021","Second Quarter","3","151200","Computer Occupations",216,,30.35,31.71,49.38,16.20,23.77,27.47,34.22,40.25,,1.00,93.00,99.00,39.00,47.00,
"Central Minnesota               ","2021","Second Quarter","3","151211","Computer Systems Analysts",25,3.800,38.88,42.60,48.16,19.05,23.17,34.27,43.49,46.26,0.00,0.00,96.00,100.00,80.00,91.00,
"Central Minnesota               ","2021","Second Quarter","3","151232","Computer User Support Specialists",94,10.200,29.16,29.76,36.35,18.33,24.65,28.42,29.91,30.61,1.00,2.00,94.00,100.00,2.00,32.00,
"Central Minnesota               ","2021","Second Quarter","3","151244","Network and Computer Systems Administrators",20,3.900,30.15,31.27,41.56,20.86,22.35,25.14,34.08,37.19,0.00,0.00,91.00,98.00,45.00,48.00,
"Central Minnesota               ","2021","Second Quarter","3","151256","Software Developers and Software Quality Assurance",42,4.300,31.92,31.92,40.95,19.01,23.66,28.63,33.70,36.21,2.00,2.00,90.00,98.00,65.00,42.00,
"Central Minnesota               ","2021","Second Quarter","3","151299","Computer Occupations, All Other",24,13.200,27.00,30.16,31.94,20.11,23.90,25.06,28.93,30.09,0.00,,96.00,,,80.00,
"Central Minnesota               ","2021","Second Quarter","2","170000","Architecture and Engineering Occupations",181,3.600,23.97,26.34,49.54,15.96,17.74,23.83,25.79,36.63,0.00,6.00,100.00,87.00,17.00,53.00,
"Central Minnesota               ","2021","Second Quarter","3","172000","Engineers",135,,23.87,28.16,49.54,22.95,23.13,23.41,29.61,39.78,0.00,7.00,100.00,100.00,20.00,56.00,
"Central Minnesota               ","2021","Second Quarter","6","172112","Industrial Engineers",17,1.600,37.63,40.60,47.10,32.07,32.75,34.63,41.98,43.98,0.00,0.00,100.00,100.00,100.00,10.00,
"Central Minnesota               ","2021","Second Quarter","6","172141","Mechanical Engineers",13,1.500,30.14,32.39,41.28,29.64,29.64,29.64,32.17,33.44,0.00,,100.00,,,91.00,
"Central Minnesota               ","2021","Second Quarter","3","173000","Drafters, Engineering Technicians, and Mapping Tec",42,,19.57,20.75,27.87,15.98,16.00,16.35,23.55,25.50,0.00,6.00,98.00,46.00,11.00,39.00,
"Central Minnesota               ","2021","Second Quarter","2","190000","Life, Physical, and Social Science Occupations",88,4.500,23.76,24.89,44.40,13.73,16.22,17.22,29.96,34.85,10.00,0.00,90.00,96.00,23.00,68.00,
"Central Minnesota               ","2021","Second Quarter","3","191000","Life Scientists",19,,16.74,17.53,24.60,16.54,16.55,16.62,16.86,18.06,0.00,0.00,100.00,100.00,5.00,,
"Central Minnesota               ","2021","Second Quarter","3","193000","Social Scientists and Related Workers",41,,29.02,28.97,44.22,16.82,17.66,23.00,33.28,37.29,19.00,0.00,97.00,100.00,37.00,78.00,
"Central Minnesota               ","2021","Second Quarter","6","193031","Clinical, Counseling, and School Psychologists",29,12.400,29.61,30.17,43.96,17.53,20.59,24.42,34.30,37.73,11.00,0.00,96.00,99.00,44.00,100.00,
"Central Minnesota               ","2021","Second Quarter","3","194000","Life, Physical, and Social Science Technicians",10,,23.19,25.33,28.05,16.73,16.84,20.60,25.49,26.90,10.00,0.00,100.00,81.00,0.00,97.00,
"Central Minnesota               ","2021","Second Quarter","3","195000","Occupational Health and Safety Specialists and Tec",17,,21.97,23.04,29.70,14.62,14.78,16.92,24.87,27.53,0.00,0.00,54.00,94.00,25.00,37.00,
"Central Minnesota               ","2021","Second Quarter","6","195011","Occupational Health and Safety Specialists",17,7.900,21.97,23.04,29.70,14.62,14.78,16.92,24.87,27.53,0.00,0.00,54.00,94.00,25.00,37.00,
"Central Minnesota               ","2021","Second Quarter","2","210000","Community and Social Service Occupations",447,8.600,23.09,24.09,43.25,11.40,15.96,19.32,27.92,31.88,23.00,7.00,87.00,82.00,19.00,97.00,
"Central Minnesota               ","2021","Second Quarter","3","211000","Counselors, Social Workers, and Other Community an",444,,23.07,24.07,43.23,11.40,15.94,19.30,27.89,31.82,22.00,7.00,86.00,83.00,20.00,97.00,
"Central Minnesota               ","2021","Second Quarter","6","211012","Educational, Guidance, and Career Counselors and A",11,1.900,16.32,17.43,24.03,13.10,13.17,14.74,18.07,20.23,28.00,81.00,9.00,84.00,7.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","211018","Substance abuse, behavioral disorder, and mental h",197,29.000,22.25,24.58,43.13,13.85,18.73,20.27,24.34,34.92,29.00,12.00,100.00,72.00,7.00,99.00,
"Central Minnesota               ","2021","Second Quarter","6","211021","Child, Family, and School Social Workers",105,12.300,25.84,26.27,33.33,15.53,19.96,23.37,29.24,30.02,4.00,0.00,100.00,97.00,22.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","211022","Healthcare Social Workers",11,2.200,22.53,23.68,32.22,16.74,16.77,19.01,26.34,28.98,61.00,0.00,100.00,90.00,50.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","211023","Mental Health and Substance Abuse Social Workers",53,35.200,26.98,28.54,32.09,16.18,22.26,25.09,28.62,30.36,24.00,0.00,100.00,95.00,75.00,100.00,
"Central Minnesota               ","2021","Second Quarter","6","211093","Social and Human Service Assistants",60,6.000,15.62,16.49,27.90,11.75,13.62,14.28,17.18,20.25,20.00,2.00,17.00,78.00,6.00,88.00,
